CRC,Date,Time,Latitude,Longitude,Fix,Act1,Act2,Act3,Act4
OK,14/06/2018,16:59:44,50.3811722,-104.5259171,3D,,,,
OK,16/06/2018,16:59:44,50.3811455,-104.5258102,3D,,,,
OK,20/06/2018,16:59:44,50.3812218,-104.5260162,3D,,,,
OK,30/06/2018,16:59:44,50.3811951,-104.5260391,3D,,,,
OK,02/07/2018,16:59:44,50.3812218,-104.5260162,3D,,,,
OK,04/07/2018,16:59:44,50.3812485,-104.5260696,3D,,,,
OK,06/07/2018,16:59:44,50.3812485,-104.5259933,3D,,,,
OK,08/07/2018,16:59:44,50.3812752,-104.5260162,3D,,,,
OK,08/07/2018,17:36:00,50.376,-104.523,A1,,,,
Fail,10/07/2018,20:20:16,50.3811722,-102.8605576,3D,,,,
