CRC,Date,Time,Latitude,Longitude,Fix,Act1,Act2,Act3,Act4
OK,30/01/2018,18:01:36,27.7423992,-97.1295624,3D,,,,
OK,01/02/2018,18:01:36,27.7397385,-97.1317902,3D,,,,
OK,03/02/2018,18:01:36,27.7404804,-97.1309433,3D,,,,
OK,11/02/2018,18:01:36,27.7398396,-97.1313248,3D,,,,
OK,13/02/2018,18:01:36,27.7396870,-97.1259537,3D,,,,
OK,15/02/2018,18:01:36,27.7419643,-97.1296158,3D,,,,
OK,15/02/2018,22:13:47,27.746,-97.130,A1,,,,
OK,17/02/2018,18:01:36,27.7417603,-97.1306610,2D,,,,
OK,19/02/2018,18:01:36,27.7400951,-97.1268997,3D,,,,
OK(corrected),21/02/2018,18:01:36,27.7399673,-97.1318893,3D,,,,
Fail,10/02/2018,01:04:00,27.7398396,-100.4867706,3D,,,,
Fail,13/02/2018,18:01:36,27.7396870,-97.1259537,3D,,,,
Fail,15/02/2018,18:01:36,27.7419643,-97.1296158,3D,,,,
