CRC,Date,Time,Latitude,Longitude,Fix,Act1,Act2,Act3,Act4
OK,22/01/2019,17:59:28,27.5992451,-97.5102844,3D,,,,
OK,24/01/2019,17:59:28,27.6006775,-97.5126114,3D,,,,
OK,26/01/2019,17:59:28,27.6004734,-97.5127182,3D,,,,
OK,26/01/2019,22:38:52,27.610,-97.477,A0,,,,
OK,28/01/2019,17:59:28,27.6006012,-97.5139694,3D,,,,
OK,30/01/2019,17:59:28,27.6006775,-97.5138168,3D,,,,
OK,01/02/2019,17:59:28,27.5943546,-97.5069580,3D,,,,
OK,01/02/2019,23:11:03,27.600,-97.513,A2,,,,
Fail,22/01/2019,17:59:28,27.6024456,-97.5102844,3D,,,,
