CRC,Date,Time,Latitude,Longitude,Fix,Act1,Act2,Act3,Act4
OK,26/01/2018,18:01:36,27.6441727,-97.8031235,3D,,,,
OK,28/01/2018,18:01:36,27.6432247,-97.8036880,3D,,,,
OK,30/01/2018,18:01:36,27.6460419,-97.8094711,3D,,,,
OK,01/02/2018,18:01:36,27.6436863,-97.8035049,3D,,,,
OK,07/02/2018,18:01:36,27.6445313,-97.8067551,3D,,,,
OK,09/02/2018,18:01:36,27.6447868,-97.8031998,3D,,,,
OK,11/02/2018,18:01:36,27.6444798,-97.8071671,3D,,,,
OK,13/02/2018,18:01:36,27.6433029,-97.8036575,3D,,,,
OK(corrected),15/02/2018,18:01:36,27.6445065,-97.8047867,3D,,,,
OK,15/02/2018,22:13:04,27.646,-97.805,A3,,,,
OK,17/02/2018,18:01:36,27.6445313,-97.8047867,3D,,,,
OK,19/02/2018,18:01:36,27.6448383,-97.8023529,3D,,,,
OK,21/02/2018,18:01:36,27.6434822,-97.8036118,3D,,,,
OK,23/02/2018,18:01:36,27.6446342,-97.8032532,3D,,,,
OK,25/02/2018,18:01:36,27.6440964,-97.8027115,3D,,,,
OK,27/02/2018,18:01:36,27.6443005,-97.8034058,3D,,,,
OK,03/03/2018,22:30:09,27.644,-97.805,A3,,,,
Fail,12/03/2018,00:34:08,27.6510601,-205.1789703,3D,,,,
Fail,09/05/2032,06:45:20,172.5208893,-168.7893677,3D,,,,
Fail,29/08/2039,22:58:08,-115.0268326,-42.9494896,2D,,,,
Fail,05/11/2066,11:18:24,3.1843712,-123.6749420,2D,,,,
