CRC,Date,Time,Latitude,Longitude,Fix,Act1,Act2,Act3,Act4
OK,26/01/2019,17:59:28,27.8024311,-97.7783203,3D,,,,
OK,28/01/2019,17:59:28,27.8062210,-97.7783432,3D,,,,
OK,30/01/2019,17:59:28,27.8024826,-97.7780838,3D,,,,
OK,01/02/2019,17:59:28,27.8024578,-97.7778320,3D,,,,
OK,01/02/2019,23:12:54,27.806,-97.749,A2,,,,
OK,03/02/2019,17:59:28,27.8056583,-97.7786255,3D,,,,
OK,05/02/2019,17:59:28,27.8065033,-97.7782898,3D,,,,
OK,05/02/2019,22:26:39,27.806,-97.780,A2,,,,
Fail,20/11/2018,22:21:52,135.1799469,9.6244097,3D,,,,
Fail,06/01/2019,11:44:00,27.8026886,-97.7780838,3D,,,,
Fail,26/01/2019,17:59:28,27.8034554,-94.4097672,3D,,,,
Fail,02/02/2019,23:47:12,27.8040199,-97.3591919,3D,,,,
Fail,03/02/2019,17:59:28,27.8056583,-205.2455750,3D,,,,
Fail,05/02/2019,17:59:28,27.8134651,-211.8633575,3D,,,,
Fail,07/02/2019,19:37:36,41.2238197,-97.7774200,3D,,,,
Fail,15/03/2021,11:20:32,27.7013626,-97.7390213,3D,,,,
Fail,23/03/2021,11:20:32,28.6452866,-98.6103973,3D,,,,
