CRC,Date,Time,Latitude,Longitude,Fix,Act1,Act2,Act3,Act4
OK,03/06/2019,17:59:28,50.2804604,-105.5752869,3D,,,,
OK,05/06/2019,17:59:28,50.2804871,-105.5753098,3D,,,,
OK,05/06/2019,17:59:28,50.2804604,-105.5753632,3D,,,,
OK,07/06/2019,17:59:28,50.2804871,-105.5741806,3D,,,,
OK,09/06/2019,17:59:28,50.2804871,-105.5753098,3D,,,,
OK,11/06/2019,17:59:28,50.2805138,-105.5753098,3D,,,,
OK,19/06/2019,17:59:28,50.2804108,-105.5753098,3D,,,,
OK,21/06/2019,17:59:28,50.2804108,-105.5753098,3D,,,,
OK,23/06/2019,17:59:28,50.2804337,-105.5740280,3D,,,,
OK,23/06/2019,22:36:21,50.278,-105.585,A1,,,,
